protein name	proximity to Covid-19	shortest path to Covid-19	path length
MLKL	0.012388954950682915	MLKL, RIPK1, covid-19	2
SEC31B	-0.12705046253391808	SEC31B, SNW1, HDAC2, covid-19	3
EXOC1	-0.06476746809504938	EXOC1, FKBP15, covid-19	2
YTHDC2	-0.06859818584547984	YTHDC2, LARP7, covid-19	2
OTULIN	0.013175965205998938	OTULIN, SNW1, HDAC2, covid-19	3
GNA14	0.055345937718866235	GNA14, SNW1, HDAC2, covid-19	3
HSPA12A	-0.02785347168058949	HSPA12A, SNW1, HDAC2, covid-19	3
KIF21A	0.08109835230477042	KIF21A, MOV10, covid-19	2
FERMT1	-0.022949314284321287	FERMT1, ITGB1, covid-19	2
ENAH	-0.07000667292905928	ENAH, DCAF7, covid-19	2
ANAPC1	-0.09846238509792798	ANAPC1, ANO6, covid-19	2
MYO15B	-0.1014681116209967	MYO15B, NUP62, covid-19	2
CAPG	-0.034735549783492164	CAPG, DNAJC11, covid-19	2
DEPDC7	0.11209344972838177	DEPDC7, SNW1, HDAC2, covid-19	3
SIX1	-0.0028557111340846222	SIX1, TLE1, covid-19	2
AGRN	0.0731848849007758	AGRN, MOV10, covid-19	2
RNF165	-0.032908509892217684	RNF165, SKI, PABPC1, covid-19	3
ABHD5	-0.10074889043374141	ABHD5, TRIM59, covid-19	2
SLC4A8	-0.004542903235740178	SLC4A8, SLC9A3R1, covid-19	2
GPR141	-0.10687978632386508	GPR141, NRAS, RAP1GDS1, covid-19	3
ATP7A	0.10410512686160922	ATP7A, PDZD11, covid-19	2
PDLIM4	-0.09660532735044829	PDLIM4, G3BP1, covid-19	2
LNPEP	0.13163880869513175	LNPEP, GCC1, covid-19	2
HEPH	0.12235352414191653	HEPH, NRAS, RAP1GDS1, covid-19	3
STEAP3	0.1237415099523328	STEAP3, NRAS, RAP1GDS1, covid-19	3
EHBP1L1	0.0699595427381937	EHBP1L1, RAB8A, covid-19	2
SLC2A3	0.02923137887108982	SLC2A3, GOLGB1, covid-19	2
SLC30A1	-0.0392346302768514	SLC30A1, NRAS, RAP1GDS1, covid-19	3
BRK1	-0.09478552507692861	BRK1, NRAS, RAP1GDS1, covid-19	3
GTSF1	-0.014639068391646137	GTSF1, NRAS, RAP1GDS1, covid-19	3
SLC4A7	0.0281582825081415	SLC4A7, SLC9A3R1, covid-19	2
FLVCR1	-0.05072186496418821	FLVCR1, NRAS, RAP1GDS1, covid-19	3
DCUN1D3	-0.1637927778099454	DCUN1D3, CUL2, covid-19	2
RELL1	0.02441084000062769	RELL1, NRAS, RAP1GDS1, covid-19	3
VANGL1	0.00936253441115686	VANGL1, RNF41, covid-19	2
RAB23	-0.12339486800531571	RAB23, NRAS, RAP1GDS1, covid-19	3
LRRC57	0.04496169046281189	LRRC57, NRAS, RAP1GDS1, covid-19	3
UBIAD1	-0.015691876103714558	UBIAD1, NRAS, RAP1GDS1, covid-19	3
ELMOD3	0.03981213812019581	ELMOD3, NRAS, RAP1GDS1, covid-19	3
NAV2	-0.014647397049212673	NAV2, NRAS, RAP1GDS1, covid-19	3
SLCO4A1	0.05276547143126124	SLCO4A1, NRAS, RAP1GDS1, covid-19	3
STX10	0.02211275032371858	STX10, NRAS, RAP1GDS1, covid-19	3
MTMR10	-0.08258884239481494	MTMR10, IDE, covid-19	2
EHBP1	-0.006812015044783626	EHBP1, NRAS, RAP1GDS1, covid-19	3
FAT1	0.022232925010788575	FAT1, NRAS, RAP1GDS1, covid-19	3
SLC35A2	0.04802983176679182	SLC35A2, NRAS, RAP1GDS1, covid-19	3
SLC1A4	0.015934192017241396	SLC1A4, NRAS, RAP1GDS1, covid-19	3
TBC1D5	-0.09921245476271601	TBC1D5, AP2M1, covid-19	2
PPP1R9A	-0.10604265965175008	PPP1R9A, PRKACA, covid-19	2
PALM	-0.02538313721530207	PALM, NRAS, RAP1GDS1, covid-19	3
FARP1	-0.06358161951926247	FARP1, BRD2, covid-19	2
TMEM237	-0.08128408824910835	TMEM237, EMC1, covid-19	2
SLC39A14	0.08994427107351083	SLC39A14, NRAS, RAP1GDS1, covid-19	3
CELSR2	-0.052483475171496485	CELSR2, NRAS, RAP1GDS1, covid-19	3
SPTBN2	-0.046472337530340496	SPTBN2, NRAS, RAP1GDS1, covid-19	3
C2orf72	0.07409119030413602	C2orf72, NRAS, RAP1GDS1, covid-19	3
ABCC5	0.017798683648506917	ABCC5, MOV10, covid-19	2
KIAA0319L	0.05361144115910545	KIAA0319L, NRAS, RAP1GDS1, covid-19	3
GJC1	-0.037766650285521106	GJC1, NRAS, RAP1GDS1, covid-19	3
PSD3	0.02549776443361915	PSD3, NRAS, RAP1GDS1, covid-19	3
TMEM87A	0.007059763176783203	TMEM87A, AGPS, covid-19	2
RHBDF1	0.08584250540491739	RHBDF1, NRAS, RAP1GDS1, covid-19	3
FAM126A	0.06446505300444146	FAM126A, NRAS, RAP1GDS1, covid-19	3
COL16A1	-0.04863990171670608	COL16A1, NRAS, RAP1GDS1, covid-19	3
MYRF	0.056394504085224166	MYRF, NRAS, MARK3, covid-19	3
JAM3	0.1232483058386816	JAM3, NRAS, RAP1GDS1, covid-19	3
SLITRK4	-0.027699762114384734	SLITRK4, NRAS, RAP1GDS1, covid-19	3
RHBDF2	0.02240260948523931	RHBDF2, NRAS, RAP1GDS1, covid-19	3
MPZ	0.004359189195309331	MPZ, NRAS, RAP1GDS1, covid-19	3
FGFRL1	0.03635427408897915	FGFRL1, NRAS, RAP1GDS1, covid-19	3
SCYL3	-0.04751068230631852	SCYL3, NRAS, RAP1GDS1, covid-19	3
PIEZO2	-0.03966449867863355	PIEZO2, NRAS, MARK3, covid-19	3
ZDHHC8	0.07290710665952871	ZDHHC8, NRAS, RAP1GDS1, covid-19	3
SHISA2	0.15814080462412378	SHISA2, PTGES2, covid-19	2
PHLDB1	0.020501045858421774	PHLDB1, NRAS, RAP1GDS1, covid-19	3
ZDHHC13	0.03267996869932453	ZDHHC13, NRAS, RAP1GDS1, covid-19	3
SLC4A2	0.00666263689053645	SLC4A2, MOV10, covid-19	2
GPR158	0.022712577623733826	GPR158, NRAS, RAP1GDS1, covid-19	3
PCDH11X	-0.06321508181284033	PCDH11X, NRAS, RAP1GDS1, covid-19	3
FRMD7	-0.06969527396800965	FRMD7, NRAS, RAP1GDS1, covid-19	3
VPS13B	0.02540300882011409	VPS13B, NRAS, RAP1GDS1, covid-19	3
SLC6A15	0.08031972034102648	SLC6A15, ALG8, covid-19	2
NLGN4X	-0.002433009943487302	NLGN4X, NRAS, RAP1GDS1, covid-19	3
CADM4	0.053419510911907955	CADM4, NRAS, RAP1GDS1, covid-19	3
RPL39L	0.0019715653992576007	RPL39L, NRAS, RAP1GDS1, covid-19	3
SLITRK2	-0.10285123885111454	SLITRK2, NRAS, RAP1GDS1, covid-19	3
KLHL38	-0.033098427734165756	KLHL38, NRAS, RAP1GDS1, covid-19	3
SLC5A3	-0.0841101392246389	SLC5A3, NRAS, RAP1GDS1, covid-19	3
TMEM165	0.015618061070571843	TMEM165, UBXN8, covid-19	2
DCBLD1	0.06287587796084657	DCBLD1, NRAS, RAP1GDS1, covid-19	3
MARVELD2	0.06142761164829688	MARVELD2, ACAD9, covid-19	2
ZDHHC20	0.06418619798110048	ZDHHC20, NRAS, RAP1GDS1, covid-19	3
SLC23A2	-0.020541337794570985	SLC23A2, SLC9A3R1, covid-19	2
RAP2C	0.1136769340542434	RAP2C, RAB1A, covid-19	2
SFT2D1	0.07036449031256475	SFT2D1, NRAS, RAP1GDS1, covid-19	3
ZDHHC18	0.07609287244480478	ZDHHC18, NRAS, RAP1GDS1, covid-19	3
MPP7	0.05650050004641479	MPP7, NRAS, RAP1GDS1, covid-19	3
PLSCR3	-0.03339058463945779	PLSCR3, NRAS, RAP1GDS1, covid-19	3
CD276	0.2969119271849321	CD276, NRAS, RAP1GDS1, covid-19	3
CSNK1G3	-0.09918978631939393	CSNK1G3, NRAS, RAP1GDS1, covid-19	3
PTK7	-0.03345175627754252	PTK7, NRAS, RAP1GDS1, covid-19	3
CXADR	-0.056223077179426706	CXADR, NRAS, RAP1GDS1, covid-19	3
RHBDD2	0.05788709665673196	RHBDD2, MOV10, covid-19	2
TMEM161A	-0.029590783772036888	TMEM161A, STOM, covid-19	2
SUSD5	0.09479298631199465	SUSD5, NRAS, RAP1GDS1, covid-19	3
PCDH9	-0.03031843502013866	PCDH9, NRAS, RAP1GDS1, covid-19	3
CACHD1	-0.03963977533149876	CACHD1, NRAS, RAP1GDS1, covid-19	3
ZFPL1	-0.018168588741683544	ZFPL1, BZW2, covid-19	2
CCNY	-0.1437013587583626	CCNY, NRAS, RAP1GDS1, covid-19	3
SLC6A6	-0.0055937718542626025	SLC6A6, NRAS, RAP1GDS1, covid-19	3
GPR107	0.0026000860415847857	GPR107, REEP5, covid-19	2
BSDC1	-0.09048018012547147	BSDC1, NRAS, RAP1GDS1, covid-19	3
SYAP1	-0.18367263113676868	SYAP1, NRAS, RAP1GDS1, covid-19	3
HSDL2	0.0646520233635298	HSDL2, AAR2, covid-19	2
PTAR1	-0.024065015996835006	PTAR1, NRAS, RAP1GDS1, covid-19	3
VPS54	-0.04723771514014587	VPS54, NRAS, RAP1GDS1, covid-19	3
VPS33A	0.08964493725005636	VPS33A, CNTRL, covid-19	2
KIAA0754	0.13386658603725138	KIAA0754, MOV10, covid-19	2
VAMP7	0.37423366116619483	VAMP7, NRAS, RAP1GDS1, covid-19	3
C2CD2L	-0.07702582708543856	C2CD2L, NRAS, RAP1GDS1, covid-19	3
GPR50	0.026204897988803114	GPR50, NRAS, RAP1GDS1, covid-19	3
SNAP47	0.054299706195746686	SNAP47, GOLGA2, covid-19	2
KLRG2	-0.018238192018417303	KLRG2, NRAS, RAP1GDS1, covid-19	3
SPCS1	-0.017770979582204555	SPCS1, TM2D3, covid-19	2
EFR3A	0.12529020188695827	EFR3A, NRAS, RAP1GDS1, covid-19	3
CTNNAL1	0.13198133327700529	CTNNAL1, RNF41, covid-19	2
DHRS7	0.09978895486141269	DHRS7, NRAS, RAP1GDS1, covid-19	3
EFR3B	0.08666366854737015	EFR3B, NRAS, RAP1GDS1, covid-19	3
TOR1AIP2	0.031048364138969678	TOR1AIP2, MTCH1, covid-19	2
STX18	-0.021788028210860146	STX18, NRAS, RAP1GDS1, covid-19	3
EI24	0.013924418815077678	EI24, STOM, covid-19	2
GEN1	0.03244634799468647	GEN1, CEP135, covid-19	2
ITM2C	-0.03032742464019575	ITM2C, NRAS, RAP1GDS1, covid-19	3
CYB5R1	0.07058928349692721	CYB5R1, CYB5B, covid-19	2
ANO10	0.05034353269007134	ANO10, NRAS, RAP1GDS1, covid-19	3
TP53I11	0.09371683888867949	TP53I11, NRAS, RAP1GDS1, covid-19	3
PREB	-0.021901272612240237	PREB, ANO6, covid-19	2
TMEM214	-0.09190955703893947	TMEM214, NRAS, RAP1GDS1, covid-19	3
SLC35E1	0.14415281375769046	SLC35E1, RAB5C, covid-19	2
SLC30A5	0.14544371055171373	SLC30A5, SLC30A6, covid-19	2
RRAGC	-0.19490573853980175	RRAGC, NRAS, RAP1GDS1, covid-19	3
SC5D	0.04989273842316877	SC5D, NRAS, RAP1GDS1, covid-19	3
ECE1	-0.019895586514264617	ECE1, FKBP10, covid-19	2
SLITRK5	0.030350428832337295	SLITRK5, NRAS, RAP1GDS1, covid-19	3
STT3B	-0.06719615603608563	STT3B, ABCC1, covid-19	2
WLS	0.0409411644324887	WLS, MOV10, covid-19	2
UNC5B	0.1885907436704471	UNC5B, NRAS, RAP1GDS1, covid-19	3
ARHGAP4	-0.051789189618472696	ARHGAP4, NRAS, RAP1GDS1, covid-19	3
ABHD14A	0.08912028271530753	ABHD14A, BZW2, covid-19	2
GMDS	0.08378314000292306	GMDS, AAR2, covid-19	2
DOC2A	0.12382679989596289	DOC2A, RAP1GDS1, covid-19	2
RASL10A	-0.06455341971121845	RASL10A, RAP1GDS1, covid-19	2
HSPB9	-0.1754955096157102	HSPB9, RAP1GDS1, covid-19	2
DIRAS2	0.05295953058249272	DIRAS2, RAP1GDS1, covid-19	2
PRDM10	-0.0013667942175938919	PRDM10, RAP1GDS1, covid-19	2
DNAL1	0.010805661574881373	DNAL1, RAP1GDS1, covid-19	2
VASH1	0.024808582521765474	VASH1, RAP1GDS1, covid-19	2
IL13RA1	0.24180319201200115	IL13RA1, RAP1GDS1, covid-19	2
PAX9	0.13178256949184428	PAX9, TLE1, covid-19	2
VGLL3	-0.008341453684401007	VGLL3, KDM5B, BRD4, covid-19	3
ONECUT2	0.0072382787332543885	ONECUT2, KDM5B, BRD4, covid-19	3
RNF43	-0.15576838078880867	RNF43, CSNK2A2, covid-19	2
RBM15B	-0.08845882020526195	RBM15B, ZC3H18, covid-19	2
PRDM13	-0.040089103164000585	PRDM13, KDM5B, BRD4, covid-19	3
RHOBTB2	-0.1167119307616545	RHOBTB2, KDM5B, BRD4, covid-19	3
ZNF217	-0.12726596474214988	ZNF217, HDAC2, covid-19	2
TMEM121B	-0.11340167283195575	TMEM121B, KDM5B, HDAC2, covid-19	3
SATB2	0.051683801624177156	SATB2, FOXG1, AKAP8, covid-19	3
HOXB13	0.0896896171766932	HOXB13, FOXG1, AKAP8, covid-19	3
HOXC13	0.10303870061730819	HOXC13, FOXG1, AKAP8, covid-19	3
PLEKHG4	-0.06445604834639287	PLEKHG4, FOXG1, AKAP8, covid-19	3
TLE6	0.18940408036095854	TLE6, TLE1, covid-19	2
WSB2	0.06872365803281422	WSB2, SNIP1, covid-19	2
JARID2	0.05292691814054166	JARID2, HDAC2, covid-19	2
EPC1	-0.05584403202345053	EPC1, EZH2, AKAP8, covid-19	3
HOTAIR	-0.08995933286249903	HOTAIR, EZH2, AKAP8, covid-19	3
EPC2	-0.03270748260287451	EPC2, EZH2, AKAP8, covid-19	3
CDKN2B-AS1	-0.005197793802782107	CDKN2B-AS1, EZH2, HDAC2, covid-19	3
MYLPF	-0.04538285469326523	MYLPF, EZH2, AKAP8, covid-19	3
ANKFY1	0.07742139652585767	ANKFY1, EZH2, AKAP8, covid-19	3
DYNLT3	-0.04135236373285628	DYNLT3, PVR, covid-19	2
OIP5	-0.06944882062315233	OIP5, GCC1, covid-19	2
MRPL2	-0.029608039168423993	MRPL2, LARP7, covid-19	2
CCDC93	0.010044275259615473	CCDC93, GOLGB1, covid-19	2
CEP192	0.0034169700447556177	CEP192, MARK3, covid-19	2
DNAJC21	-0.10211381638930705	DNAJC21, GRPEL1, covid-19	2
DANCR	-0.004394227651859036	DANCR, EZH2, AKAP8, covid-19	3
SKIDA1	-0.08657930327486664	SKIDA1, EZH2, AKAP8, covid-19	3
USP44	-0.10500912436751994	USP44, EZH2, AKAP8, covid-19	3
BIRC6	0.03522641484553018	BIRC6, CSNK2A2, covid-19	2
SLTM	0.06008336309315557	SLTM, DNAJC19, covid-19	2
SALL4	-0.1289016643123734	SALL4, EZH2, AKAP8, covid-19	3
L1TD1	-0.07844238484656528	L1TD1, EZH2, AKAP8, covid-19	3
ZNF593	-0.07743284808201414	ZNF593, ATP6V1A, covid-19	2
CECR2	-0.03582478130058457	CECR2, EZH2, AKAP8, covid-19	3
ZNF157	-0.21950531547575763	ZNF157, EZH2, AKAP8, covid-19	3
TRIM75P	-0.007543101903408143	TRIM75P, EZH2, AKAP8, covid-19	3
TRIM4	-0.003998376044676656	TRIM4, EZH2, AKAP8, covid-19	3
ARMCX1	-0.18493844538525223	ARMCX1, EZH2, AKAP8, covid-19	3
LSM14B	-0.03329209257149368	LSM14B, G3BP1, covid-19	2
MTFR2	-0.12108706547167586	MTFR2, GOLGA2, covid-19	2
RPS19BP1	0.027292558016926004	RPS19BP1, EZH2, AKAP8, covid-19	3
ABHD16B	-0.03880903447348594	ABHD16B, EZH2, AKAP8, covid-19	3
WDR43	-0.014597055939212428	WDR43, EZH2, AKAP8, covid-19	3
ZNF831	0.004982237579607765	ZNF831, EZH2, AKAP8, covid-19	3
HYDIN	-0.07301693707952903	HYDIN, EZH2, AKAP8, covid-19	3
CCDC9	0.048278457953714514	CCDC9, SNIP1, covid-19	2
IGHV4OR15-8	-0.023129451662094513	IGHV4OR15-8, EZH2, AKAP8, covid-19	3
IQCD	-0.05126987117676491	IQCD, EZH2, AKAP8, covid-19	3
LRRC8E	0.08837972483201141	LRRC8E, MOV10, covid-19	2
OLFML3	-0.013478415165659303	OLFML3, EZH2, AKAP8, covid-19	3
WNT8A	-0.1574447331354704	WNT8A, EZH2, AKAP8, covid-19	3
LEKR1	0.011490496728927737	LEKR1, EZH2, AKAP8, covid-19	3
AMZ2	-0.1505880891434453	AMZ2, EZH2, AKAP8, covid-19	3
TRIM71	-0.011487136301489937	TRIM71, EZH2, AKAP8, covid-19	3
CCDC141	-0.09341991142203453	CCDC141, EZH2, AKAP8, covid-19	3
CRISPLD1	0.05586240007903578	CRISPLD1, EZH2, AKAP8, covid-19	3
PRDM12	0.00286190368737926	PRDM12, EZH2, AKAP8, covid-19	3
FOXP4-AS1	-0.09413089710934015	FOXP4-AS1, EZH2, AKAP8, covid-19	3
PCAT6	-0.006847751948019315	PCAT6, EZH2, HDAC2, covid-19	3
FKBP1B	-0.04139344435975205	FKBP1B, REL, TBK1, covid-19	3
HLA-DOA	0.09599207515432742	HLA-DOA, REL, TBK1, covid-19	3
RABIF	0.08659166852606998	RABIF, RAB10, covid-19	2
SLC6A12	0.10135016508610757	SLC6A12, REL, TBK1, covid-19	3
RECK	0.08614701903742905	RECK, REL, TBK1, covid-19	3
KIAA0100	-0.09638656804452572	KIAA0100, REL, TBK1, covid-19	3
R3HDM2	-0.041984966115510905	R3HDM2, REL, TBK1, covid-19	3
SZT2	-0.129327569418177	SZT2, RAB7A, covid-19	2
DAAM2	0.17624433429720907	DAAM2, REL, TBK1, covid-19	3
EML2	-0.004979144854136624	EML2, REL, TBK1, covid-19	3
NDUFAF3	-0.04684563381333302	NDUFAF3, ABCC1, covid-19	2
A1CF	-0.03384498035419506	A1CF, REL, TBK1, covid-19	3
MEMO1	0.04378948506917442	MEMO1, AAR2, covid-19	2
POP5	-0.03976903586325984	POP5, LARP7, covid-19	2
TXNL4B	0.00821373356840848	TXNL4B, PLEKHF2, covid-19	2
CABP5	0.05711575948172175	CABP5, REL, TBK1, covid-19	3
LGALS14	-0.04432324941962699	LGALS14, REL, TBK1, covid-19	3
AGPAT4	0.032790848185652366	AGPAT4, REL, TBK1, covid-19	3
MAP3K7CL	0.004174817430922739	MAP3K7CL, REL, TBK1, covid-19	3
COL20A1	-0.040583351514076896	COL20A1, REL, TBK1, covid-19	3
MIEN1	-0.09181191190443327	MIEN1, MOV10, covid-19	2
VPS25	-0.11250831577399582	VPS25, REL, TBK1, covid-19	3
SLC39A13	0.11125384505210405	SLC39A13, REL, TBK1, covid-19	3
ZNF765	-0.013181150214354426	ZNF765, REL, TBK1, covid-19	3
RIPPLY1	-0.012644051937497826	RIPPLY1, TLE1, covid-19	2
EFHC1	0.07650235718985215	EFHC1, GOLGA2, covid-19	2
CIB3	-0.042934698647325006	CIB3, REL, TBK1, covid-19	3
PIH1D2	0.025664654019839785	PIH1D2, RALA, covid-19	2
NR2C2AP	0.1423962089730832	NR2C2AP, REL, TBK1, covid-19	3
GLYCTK	-0.007344206917394638	GLYCTK, GOLGA2, covid-19	2
ZNF572	-0.028184154945266555	ZNF572, GOLGA2, covid-19	2
TSTD2	0.009096480146959778	TSTD2, REL, TBK1, covid-19	3
PATE1	-0.009879438053212578	PATE1, REL, TBK1, covid-19	3
ZNF564	-0.029411856184927705	ZNF564, REL, TBK1, covid-19	3
FUT11	0.05177886119701117	FUT11, REL, TBK1, covid-19	3
TTC21A	-0.11115941539862749	TTC21A, REL, TBK1, covid-19	3
NUDT14	0.06546803511341928	NUDT14, REL, TBK1, covid-19	3
BARHL2	0.19263465164604368	BARHL2, REL, TBK1, covid-19	3
C12orf75	-0.0824086274565624	C12orf75, REL, TBK1, covid-19	3
REXO1L6P	0.10182261285360755	REXO1L6P, REL, TBK1, covid-19	3
TMEM8A	-0.01025949189360888	TMEM8A, REL, TBK1, covid-19	3
RAB41	0.138071388519268	RAB41, REL, TBK1, covid-19	3
FNDC11	-0.03214046119738198	FNDC11, GOLGA2, covid-19	2
SEPT7	0.049085065073258084	SEPT7, REL, TBK1, covid-19	3
GLYATL3	0.014384320807932588	GLYATL3, PPP4C, RPA2, TLE1, covid-19	4
CCT6P1	0.0002164035308800799	CCT6P1, PPP4C, RPA2, TLE1, covid-19	4
TTC34	-0.07389889070421779	TTC34, CAND1, AKAP8, covid-19	3
PPP4R3B	0.02419615237664291	PPP4R3B, FEZ1, NDUFB9, covid-19	3
PPP4R3A	-0.0159379879779663	PPP4R3A, MAPK14, CSNK2A2, covid-19	3
SCGB2A2	-0.008116796358758428	SCGB2A2, CHPF2, covid-19	2
MICAL2	0.029326249281847957	MICAL2, RNF4, RTN4, covid-19	3
RAB3GAP2	-0.014660769292554332	RAB3GAP2, ARF6, covid-19	2
TUBAL3	-0.12162543009540003	TUBAL3, LARP7, covid-19	2
KRT77	-0.016723554536395985	KRT77, AP2M1, covid-19	2
RFFL	-0.11000640938657402	RFFL, RIPK1, covid-19	2
MARCH6	-0.11181408871561678	MARCH6, SHC1, AP2A2, covid-19	3
PKD1L2	-0.09305458645790746	PKD1L2, SHC1, AP2A2, covid-19	3
SPOCK1	-0.09101110799225198	SPOCK1, SHC1, AP2A2, covid-19	3
CIPC	-0.05645677140824952	CIPC, CSNK2B, covid-19	2
PEAR1	0.15328508610492228	PEAR1, SHC1, AP2A2, covid-19	3
HDGFL3	-0.07677096321056819	HDGFL3, SHC1, AP2A2, covid-19	3
PLPP3	-0.05905437482096331	PLPP3, SHC1, AP2A2, covid-19	3
GAP43	-0.038710643129655976	GAP43, SHC1, AP2A2, covid-19	3
DUSP23	-0.04755298011693114	DUSP23, EXOSC8, covid-19	2
ARHGEF3	0.05723891419193872	ARHGEF3, RHOA, covid-19	2
GJA4	0.07513092941538144	GJA4, OPRK1, SLC9A3R1, covid-19	3
TAC3	-0.03518694668497603	TAC3, GPRASP1, MAP7D1, covid-19	3
TACR3	-0.021935934054713994	TACR3, GPRASP1, MAP7D1, covid-19	3
TACR2	-0.012755144060500871	TACR2, GPRASP1, MAP7D1, covid-19	3
VIPR1	0.06584330600570322	VIPR1, REEP6, covid-19	2
PER1	-0.0777195305227709	PER1, GPRASP1, MAP7D1, covid-19	3
ARPC4-TTLL3	-0.05886414757983935	ARPC4-TTLL3, MYO1E, DDX21, covid-19	3
SCAF8	-0.044503265525357466	SCAF8, GOLGA2, covid-19	2
FBXO46	-0.09247408509550321	FBXO46, MYO1E, DDX21, covid-19	3
PLEKHG3	-0.0037626980087048026	PLEKHG3, MYO1E, DDX21, covid-19	3
OXR1	-0.09501335212639672	OXR1, MYO1E, DDX21, covid-19	3
AGGF1	-0.0036364046948474324	AGGF1, MOV10, covid-19	2
INF2	0.037938893912260165	INF2, CSNK2A2, covid-19	2
CCDC127	0.07014715713310495	CCDC127, MYO1E, DDX21, covid-19	3
TPRN	-0.012556974038519825	TPRN, MYO1E, DDX21, covid-19	3
ARL2	-0.05855795600495971	ARL2, MOV10, covid-19	2
FAM219A	-0.12030673603383793	FAM219A, POLA2, covid-19	2
ARL15	-0.06510804936826374	ARL15, GRIPAP1, covid-19	2
ARL3	-0.013569284361357549	ARL3, TLE1, covid-19	2
ARL16	-0.1666810747190193	ARL16, GOLGA2, covid-19	2
GUCY2F	-0.17129657998554748	GUCY2F, PDE6D, RHOA, covid-19	3
ADCY4	-0.1745811417185845	ADCY4, PDE6D, RHOA, covid-19	3
ADCY8	-0.17488805035675928	ADCY8, PDE6D, RHOA, covid-19	3
ADCY10	-0.14101501610544587	ADCY10, PDE6D, RHOA, covid-19	3
GRK7	-0.13464974712486338	GRK7, PRKACA, covid-19	2
ADCY9	-0.20132591499554575	ADCY9, PDE6D, RHOA, covid-19	3
ADCY3	-0.17070516932953167	ADCY3, PDE6D, RHOA, covid-19	3
ADCY6	-0.15852745713954178	ADCY6, PDE6D, RHOA, covid-19	3
GUCY2D	-0.1645168817064319	GUCY2D, PDE6D, RHOA, covid-19	3
LAMTOR3	-0.06815014615256529	LAMTOR3, NDUFB9, covid-19	2
SLC35A5	0.009530426414180036	SLC35A5, RHOB, CIT, covid-19	3
PGGT1B	-0.08844142798332912	PGGT1B, RHOB, CIT, covid-19	3
FBXO42	-0.05815899950060266	FBXO42, RBX1, covid-19	2
ICMT	-0.012148063848839975	ICMT, RHOA, covid-19	2
ARHGEF18	0.04602082396162483	ARHGEF18, CNTRL, covid-19	2
RHPN1	0.0889978342674066	RHPN1, NDUFB9, covid-19	2
AK9	-0.06249579641264928	AK9, PRIM1, covid-19	2
ARHGEF19	0.05193454165173836	ARHGEF19, RHOA, covid-19	2
PITPNM1	-0.05512197438678869	PITPNM1, CSNK2A2, covid-19	2
GUK1	-0.10393385773794968	GUK1, MOV10, covid-19	2
RHOH	0.09480851185616204	RHOH, RHOA, covid-19	2
CCDC183	0.19492834064926423	CCDC183, GRIPAP1, covid-19	2
TBX20	0.19051781148256766	TBX20, SLC25A21, covid-19	2
RIPPLY2	0.08993966564903805	RIPPLY2, TLE1, covid-19	2
HLX	0.16522590704278867	HLX, CSNK2A2, covid-19	2
TNNI2	0.05901824110190004	TNNI2, TLE1, covid-19	2
ZMYND19	-0.038999204210929485	ZMYND19, TLE4, TLE3, covid-19	3
NKX3-1	0.151655217396245	NKX3-1, CSNK2A2, covid-19	2
SSX4	0.2825374064287755	SSX4, PAX9, TLE1, covid-19	3
ZNF580	0.08149225163098303	ZNF580, PAX9, TLE1, covid-19	3
DPEP2	-0.07946350383200725	DPEP2, CHPF2, covid-19	2
DKKL1	-0.08335636255597945	DKKL1, MDN1, covid-19	2
UHMK1	-0.04409939241392618	UHMK1, ABL1, RTN4, covid-19	3
GALT	-0.023603288096981034	GALT, NRBF2, HECTD1, covid-19	3
SOGA3	0.11155405793166226	SOGA3, HS2ST1, covid-19	2
SASS6	-0.005266216360513557	SASS6, TBK1, covid-19	2
STAC3	-0.05073474818918215	STAC3, CSNK2A2, covid-19	2
MECR	-0.03138082288288101	MECR, MOV10, covid-19	2
HELZ2	-0.02932148293076467	HELZ2, G3BP1, covid-19	2
LPIN1	0.04329799387424228	LPIN1, PPARA, CEP350, covid-19	3
PAQR3	-0.17163830492376528	PAQR3, PPARA, CEP350, covid-19	3
BTN2A1	-0.0662287214384416	BTN2A1, POR, covid-19	2
RELT	0.035815112126527375	RELT, MOV10, covid-19	2
IQUB	-0.03397163787873857	IQUB, TRAF2, TBK1, covid-19	3
PLB1	0.0025725474771672203	PLB1, RIN3, RAB5C, covid-19	3
RBP7	-0.06019253101055799	RBP7, APPL2, RAB5C, covid-19	3
ZNF767P	-0.046241535204970576	ZNF767P, HNRNPL, UBAP2L, covid-19	3
HSH2D	-0.10399610399876016	HSH2D, FES, PDE4DIP, covid-19	3
TMEM52B	0.006195788411751068	TMEM52B, PKP2, covid-19	2
SERF1B	-0.058428235201764905	SERF1B, PIK3R3, STAT3, DNMT1, covid-19	4
TSPAN14	-0.00715987971994261	TSPAN14, PIK3CA, GNB1, covid-19	3
ZDHHC1	0.05696465573476164	ZDHHC1, PIK3CA, GNB1, covid-19	3
RNF19B	-0.015113748172444048	RNF19B, NEK9, covid-19	2
ATP5IF1	-0.017578706165282527	ATP5IF1, ATP5MG, covid-19	2
IGHMBP2	0.02794432895781572	IGHMBP2, LSM8, BCKDK, covid-19	3
COL23A1	0.11101368334133098	COL23A1, EXOSC8, covid-19	2
THUMPD3	-0.06004983986740203	THUMPD3, LSM8, BCKDK, covid-19	3
GMPPA	0.07503949760834155	GMPPA, LSM8, BCKDK, covid-19	3
